number,spam_label,reported_by_users,avg_call_frequency,avg_call_duration,no_of_unique_contacts,report_ratio,most_active_hour
7814909255,not_spam,1,9,124,12,0.03,16
6448549309,not_spam,0,7,254,72,0.01,10
8409509683,spam,317,46,19,4,2.89,4
7145821752,not_spam,2,6,202,95,0.04,20
9607855105,spam,185,74,30,14,4.48,6
6476139131,spam,186,76,21,14,4.96,3
6192721990,not_spam,0,1,379,12,0.01,22
8836262116,spam,112,30,40,7,2.71,2
9865249817,not_spam,1,7,61,49,0.02,22
9096402970,not_spam,0,9,523,40,0.05,17
9222727912,spam,255,75,27,6,3.91,6
6853439459,spam,158,94,37,15,4.21,6
7175307495,not_spam,0,4,186,10,0.02,20
8972140144,not_spam,1,5,445,88,0.01,19
8815975834,spam,298,52,45,12,1.67,5
8931629113,spam,68,42,14,14,4.84,2
6568113563,not_spam,1,10,531,60,0.01,12
9683674677,spam,147,78,46,4,4.57,2
6801910128,spam,364,98,50,6,2.95,3
6793958750,spam,253,96,7,14,4.58,3
6124615084,not_spam,0,5,151,63,0.05,8
6881163992,not_spam,1,10,531,60,0.01,12
7746079810,spam,407,98,45,5,2.38,3
7584615134,not_spam,1,8,333,78,0.05,16
7241367131,spam,373,69,17,2,3.11,2
6959598453,spam,355,93,40,13,3.33,6
6395828736,spam,485,50,41,4,2.9,5
7765004734,spam,155,65,14,14,4.66,2
8169020890,not_spam,1,7,278,30,0.03,15
7503121054,spam,301,31,32,10,4.74,6
9578192537,not_spam,0,2,113,72,0.05,22
7560394750,spam,211,41,23,4,1.12,0
9153477698,spam,355,22,14,6,4.91,5
8041231450,spam,85,55,56,6,3.85,6
6509960709,not_spam,2,10,373,91,0.01,12
7837731456,spam,283,26,55,13,3.84,5
9167805690,spam,229,85,52,3,4.53,1
9768922515,not_spam,1,7,458,77,0.05,11
8628501815,not_spam,2,1,107,31,0.04,9
9634788277,spam,481,28,10,12,2.14,3
8910136186,spam,420,50,27,10,4.49,2
6580774315,not_spam,1,4,232,26,0.04,14
8311764737,spam,199,49,14,4,4.08,0
7391592333,not_spam,0,7,199,87,0.05,17
6444217370,not_spam,0,7,445,95,0.02,22
9908408141,spam,482,89,58,5,3.85,4
8786289725,spam,217,33,58,13,4.96,4
8045978024,spam,442,52,14,9,1.14,1
9630680273,spam,216,62,27,4,4.51,6
9532883982,spam,375,70,58,3,2.93,3
6870084684,spam,179,39,25,2,2.21,0
7807437069,spam,148,62,14,9,1.4,2
7260547466,not_spam,2,9,418,91,0.03,11
6519076863,not_spam,0,6,68,19,0.02,14
9693769057,spam,472,27,13,8,2.68,1
7686599192,spam,379,46,45,7,2.26,6
9832904892,spam,254,81,48,12,4.64,5
7646252298,not_spam,0,3,492,43,0.05,18
8497466066,not_spam,2,1,564,22,0.03,18
7876096242,not_spam,0,4,269,97,0.04,8
7708511344,not_spam,0,10,583,54,0.05,16
7527755215,spam,270,54,15,2,2.12,6
8847359802,spam,93,94,12,3,1.43,6
6635671860,not_spam,0,6,254,46,0.02,21
6434215746,spam,469,53,45,7,3.88,3
7342512093,not_spam,2,5,598,74,0.02,16
6484473157,not_spam,0,6,141,16,0.01,16
9214550198,not_spam,2,3,126,12,0.03,12
7827922500,not_spam,2,4,397,22,0.02,8
8276792476,not_spam,1,5,536,15,0.01,22
8904652477,spam,300,80,15,5,3.0,2
8061590208,not_spam,0,6,197,25,0.04,22
8232035214,spam,442,52,14,9,1.14,1
9295020249,spam,302,71,52,8,3.09,6
8025988895,not_spam,0,10,279,98,0.05,13
7145388341,spam,178,58,29,2,1.36,4
7499889073,spam,122,30,45,2,2.18,2
6701726702,not_spam,1,9,146,40,0.01,10
8880667461,spam,263,78,8,3,2.78,6
8385132006,spam,259,75,39,14,4.14,5
6678353251,not_spam,1,1,499,82,0.01,10
6931294022,spam,302,71,52,8,3.09,6
9604874181,spam,457,39,48,3,4.39,3
8712673251,not_spam,1,6,570,62,0.01,13
9109123877,not_spam,2,3,275,56,0.05,21
7163106642,not_spam,2,1,321,67,0.0,14
8669085265,not_spam,2,1,98,72,0.03,9
8741504199,not_spam,1,3,306,51,0.01,12
8926238688,not_spam,0,8,183,76,0.0,8
9897360334,not_spam,2,4,397,22,0.02,8
8968893518,not_spam,0,9,523,40,0.05,17
6024299754,spam,140,66,16,15,3.01,6
6458772462,not_spam,0,9,288,66,0.01,8
6390898266,spam,474,68,39,11,1.66,6
9675242521,spam,138,88,25,2,3.73,1
9327883670,spam,373,69,17,2,3.11,2
9160787720,not_spam,2,3,407,83,0.03,20
7864781464,not_spam,0,10,549,14,0.01,12
6320615454,spam,319,43,38,5,1.68,1
6696038153,not_spam,1,3,519,70,0.02,10
7849388234,not_spam,2,6,417,85,0.0,19
9253773064,not_spam,0,4,363,50,0.04,21
9952480412,not_spam,1,1,293,100,0.03,10
8900189400,spam,197,20,31,6,2.64,2
7524141676,spam,373,20,20,9,4.98,3
9909264277,not_spam,2,10,432,42,0.02,14
9316477520,spam,50,35,7,6,4.78,3
8379559325,not_spam,2,4,453,66,0.04,18
9720993887,spam,411,63,27,4,4.03,4
9140962266,not_spam,1,6,111,12,0.01,18
9131678086,spam,148,62,14,9,1.4,2
8480702689,spam,263,78,8,3,2.78,6
9877602490,spam,257,30,50,15,1.77,1
8205708616,spam,184,37,51,2,4.83,1
7248344449,spam,184,42,39,3,4.64,2
8730958299,not_spam,2,7,280,65,0.04,13
6369609392,spam,247,78,21,3,2.84,5
9873714871,not_spam,2,8,149,27,0.03,18
6366669462,not_spam,0,7,361,34,0.01,8
8005039504,not_spam,0,10,279,98,0.05,13
8264158688,spam,477,98,28,6,2.89,5
9752422890,spam,134,99,54,14,1.1,2
6675897948,spam,247,60,34,14,1.8,2
8382978774,not_spam,0,2,527,37,0.02,20
6744490785,not_spam,2,5,460,64,0.02,10
7773674076,not_spam,0,10,539,87,0.03,12
7155330433,not_spam,2,4,94,65,0.0,12
6166252480,spam,367,37,28,3,2.56,4
8135387871,spam,393,97,35,12,2.78,3
8415500291,not_spam,2,9,66,10,0.02,14
6092207879,spam,270,54,15,2,2.12,6
7224770937,not_spam,2,3,151,27,0.01,8
7127159313,not_spam,2,8,187,27,0.01,19
9320393973,not_spam,1,4,341,72,0.05,9
6853244258,not_spam,1,3,427,59,0.0,8
9233136041,not_spam,2,10,373,91,0.01,12
6055585703,spam,75,95,14,8,3.78,1
8719609807,spam,71,30,49,8,4.38,0
9962852368,not_spam,1,8,162,39,0.02,11
8823666747,spam,270,23,35,2,4.28,1
6346806327,spam,254,81,48,12,4.64,5
8445301542,spam,366,83,38,2,3.87,4
6980550681,spam,294,85,17,6,4.5,0
8035848968,not_spam,2,5,598,74,0.02,16
9785919354,not_spam,1,2,90,50,0.05,15
8066561576,spam,369,62,32,2,3.42,2
7649548783,not_spam,1,5,163,64,0.02,14
7208731784,spam,131,74,33,3,4.3,6
9612992293,spam,297,24,60,3,2.82,2
8086826113,spam,147,62,29,15,1.99,5
8445673446,not_spam,0,6,197,25,0.04,22
9338154473,not_spam,1,9,343,26,0.04,21
8872229957,spam,199,49,14,4,4.08,0
6667753085,spam,286,56,47,2,2.52,2
9187756735,not_spam,1,10,569,17,0.0,21
6241337687,not_spam,0,6,119,74,0.05,20
8173292472,spam,207,53,25,6,4.7,4
6356445382,spam,64,67,55,14,1.99,2
7341053317,not_spam,1,1,565,85,0.03,18
8999522680,not_spam,1,4,323,86,0.02,18
9137743875,spam,125,25,12,7,2.59,2
6256882947,spam,392,55,5,11,2.88,4
9910395748,not_spam,2,4,504,53,0.05,13
7532920715,spam,373,20,20,9,4.98,3
9854779154,not_spam,0,5,593,56,0.0,17
7982119712,not_spam,1,2,445,27,0.04,11
9538078989,spam,89,41,42,15,1.79,2
6694056449,spam,255,42,47,7,2.94,3
7896871769,not_spam,1,2,77,72,0.05,12
6524079718,not_spam,2,6,235,80,0.01,17
8157909189,spam,65,64,28,13,3.07,5
9267571000,spam,432,99,6,5,4.01,1
9992895698,not_spam,0,4,197,14,0.01,14
6561622937,not_spam,2,4,397,22,0.02,8
7034691523,spam,214,64,5,4,4.69,3
9769055937,spam,211,41,23,4,1.12,0
9077816939,not_spam,1,5,442,68,0.02,14
6296009575,spam,309,30,45,3,2.14,0
8065207180,not_spam,1,5,195,25,0.04,21
8211197821,not_spam,2,6,202,95,0.04,20
8041652001,not_spam,1,4,448,36,0.0,9
6776988117,spam,310,75,12,12,1.09,2
8481203090,spam,250,65,20,6,2.5,1
6588533738,spam,254,72,8,4,3.82,1
8299208224,not_spam,1,9,322,71,0.04,22
8031085457,not_spam,0,7,362,98,0.01,18
8807256947,spam,150,59,49,6,4.27,1
9181755077,spam,336,86,25,3,2.71,4
8569824816,not_spam,1,8,331,80,0.02,18
7486106546,not_spam,0,8,230,57,0.01,12
8454776310,spam,209,52,38,5,2.18,0
8977710203,spam,224,45,13,3,1.14,5
8209802003,not_spam,0,5,115,24,0.03,13
7541233157,not_spam,0,6,508,24,0.05,21
6810033109,spam,359,21,60,6,4.82,6
6300270022,not_spam,1,6,545,32,0.05,15
8321813482,spam,476,94,44,11,2.22,3
9400630878,spam,68,97,13,4,1.72,3
9414398587,not_spam,2,4,323,26,0.0,18
7261509463,not_spam,2,3,143,13,0.02,11
9615059892,spam,444,25,11,9,3.6,6
9749205314,not_spam,1,2,445,27,0.04,11
8536502716,spam,442,72,28,2,4.17,2
8230300455,spam,212,96,36,7,3.56,5
9890574181,spam,492,63,49,2,3.21,1
6580657203,spam,282,50,17,12,3.71,4
9050472169,not_spam,2,4,166,27,0.02,15
9789895632,not_spam,0,4,501,29,0.0,20
7893001567,not_spam,0,3,146,21,0.02,20
7388795583,spam,136,99,59,7,2.03,5
7910593274,spam,317,46,19,4,2.89,4
7713922403,spam,251,71,51,14,3.89,4
6394864588,spam,307,51,7,6,1.75,2
6663314876,not_spam,2,8,108,61,0.02,20
7418039242,not_spam,2,3,376,27,0.02,14
9846724856,not_spam,0,9,572,40,0.04,8
7289457423,not_spam,2,1,237,95,0.01,18
8045255351,spam,78,39,53,4,1.12,6
7995368737,spam,432,37,48,10,1.82,1
8462603387,spam,353,94,48,6,1.31,5
6839363218,spam,283,65,52,14,3.97,0
6483110379,spam,145,82,33,10,3.26,5
9714616418,spam,476,94,44,11,2.22,3
8648523592,spam,82,23,42,6,3.99,0
8561737264,spam,471,96,43,13,1.51,3
6626593220,not_spam,2,9,319,34,0.02,19
7070116826,spam,97,100,57,13,4.86,5
6141797222,not_spam,0,2,345,96,0.04,14
7724683398,spam,219,41,26,13,3.39,2
8956624212,spam,408,30,46,12,3.96,1
8962888769,not_spam,2,10,559,47,0.03,18
7275514390,spam,466,65,56,3,3.61,6
8570438412,not_spam,0,5,531,69,0.03,14
7991619939,not_spam,1,7,228,33,0.02,20
8906716852,spam,387,88,58,15,2.21,5
6279880474,not_spam,1,2,553,77,0.01,20
7904485343,spam,157,88,13,13,3.09,1
9477786423,not_spam,1,8,218,46,0.04,8
7987319326,not_spam,1,5,327,67,0.02,11
9640061599,not_spam,2,1,564,22,0.03,18
6035696021,not_spam,1,5,99,59,0.01,19
6419688603,not_spam,0,5,531,69,0.03,14
9476881954,spam,418,92,56,5,1.04,2
7925182946,not_spam,0,8,518,71,0.01,8
7898663650,spam,476,94,44,11,2.22,3
9727888425,not_spam,0,2,345,96,0.04,14
9132734379,not_spam,0,9,307,57,0.04,9
8301354327,spam,111,89,26,14,3.84,2
9170673656,not_spam,2,9,162,95,0.04,21
9490391185,not_spam,1,10,428,14,0.03,22
7939352503,not_spam,1,4,446,20,0.0,13
7970128532,spam,307,61,17,14,1.47,4
9340089603,spam,480,85,9,7,4.46,2
6319485450,spam,480,80,14,10,3.24,0
6036156421,not_spam,0,5,130,43,0.04,20
7526473540,not_spam,2,8,284,37,0.04,12
8195444960,spam,430,91,40,11,1.24,5
7412308904,spam,254,63,34,10,3.86,6
6467414444,spam,328,55,20,6,2.05,4
9834796799,spam,461,25,6,6,3.94,3
8903344731,spam,375,70,58,3,2.93,3
8353341804,not_spam,0,5,160,24,0.05,16
7078510606,spam,380,62,26,3,3.69,1
6259645729,not_spam,1,2,534,50,0.01,9
8445794318,spam,216,62,27,4,4.51,6
6355089604,spam,211,73,42,12,2.78,4
7770846769,spam,186,81,9,11,1.25,4
9198124976,spam,164,68,26,8,2.56,0
7275713960,spam,201,49,21,13,2.65,5
6841902244,not_spam,1,6,545,32,0.05,15
8787421252,not_spam,0,10,522,65,0.01,11
7850429399,not_spam,1,7,61,49,0.02,22
9677141891,spam,164,68,26,8,2.56,0
6974404433,spam,207,53,25,6,4.7,4
6272227798,spam,481,28,10,12,2.14,3
6722103723,spam,445,40,45,3,1.95,2
8072003345,spam,115,97,15,9,4.23,2
6653093108,spam,428,83,5,3,4.18,5
8366202673,not_spam,1,2,90,50,0.05,15
8024716104,spam,168,45,34,3,4.59,4
7335272434,spam,453,67,33,5,2.55,1
7605949933,spam,389,87,39,10,4.59,6
7620144375,spam,165,23,11,11,4.29,6
8075769794,spam,405,23,29,2,4.29,2
7060248752,not_spam,2,3,533,36,0.0,19
7995447091,not_spam,2,8,117,66,0.03,16
8963364432,not_spam,2,7,275,78,0.01,18
9242737448,not_spam,2,7,341,49,0.03,19
9783339953,not_spam,2,5,535,77,0.03,22
9824529806,not_spam,2,10,315,87,0.04,18
6023626494,spam,458,50,9,12,4.43,2
7683754115,spam,426,65,52,11,3.42,2
8737698328,not_spam,2,2,515,100,0.04,18
7722915280,not_spam,1,2,503,23,0.0,11
7123123605,spam,165,39,8,4,3.28,1
6891098170,not_spam,1,8,358,34,0.04,16
8075355591,spam,97,75,33,5,1.08,2
6998201856,spam,275,42,19,9,2.09,4
6697324878,not_spam,2,10,83,52,0.02,22
8717204598,spam,320,75,16,13,4.18,6
8885944021,not_spam,1,8,276,26,0.02,16
6460286217,not_spam,2,1,166,95,0.04,12
8154235450,spam,431,67,49,9,4.3,4
9335041259,spam,203,26,6,2,2.65,1
8639944209,spam,379,46,45,7,2.26,6
7256546573,not_spam,2,10,373,91,0.01,12
6112388410,not_spam,1,3,481,82,0.02,20
7521642957,spam,490,27,45,3,3.51,4
7700397293,spam,89,22,38,13,2.95,0
9109432499,spam,56,57,36,9,1.22,3
6976887570,not_spam,0,5,454,50,0.03,13
6038883860,spam,349,23,25,5,3.85,1
6078804411,not_spam,2,1,575,26,0.01,15
9319347744,spam,165,23,11,11,4.29,6
7664215546,not_spam,2,2,208,31,0.03,17
8146521410,spam,379,28,14,15,2.81,3
7125028170,not_spam,1,7,538,35,0.03,9
9908483395,not_spam,2,9,308,84,0.0,17
7091823843,not_spam,1,8,467,82,0.03,8
7148856669,spam,366,83,38,2,3.87,4
6332621706,not_spam,0,2,134,91,0.01,17
9453500541,spam,236,76,20,15,4.44,2
9004260775,spam,357,85,45,12,2.01,4
7208421961,spam,423,51,18,7,2.0,2
6969029782,spam,442,61,25,6,1.93,3
6383152759,spam,367,37,28,3,2.56,4
6090513368,not_spam,0,8,127,67,0.03,9
7083713776,not_spam,1,4,323,86,0.02,18
9812685120,not_spam,2,9,503,78,0.04,20
9336775857,spam,68,97,13,4,1.72,3
7892873601,not_spam,2,2,263,82,0.01,18
7461282539,spam,389,86,16,12,2.81,2
9840356810,spam,207,53,25,6,4.7,4
8388673391,not_spam,0,5,205,34,0.04,14
7408920928,spam,324,73,9,2,3.81,6
6694316690,not_spam,1,9,595,42,0.02,20
6332915715,not_spam,1,7,458,98,0.02,8
8761873219,not_spam,0,10,103,46,0.04,16
6318421214,not_spam,1,10,574,69,0.04,8
6534168700,spam,431,67,49,9,4.3,4
9900007321,not_spam,1,10,441,58,0.02,16
8824463297,spam,473,49,15,13,1.29,5
7537833878,not_spam,2,4,166,27,0.02,15
6631635827,spam,235,64,32,3,3.59,0
7864602697,spam,97,100,57,13,4.86,5
8823125845,spam,89,41,42,15,1.79,2
8318089068,spam,442,88,11,15,3.59,5
7993259106,spam,236,76,20,15,4.44,2
8050155013,spam,158,94,37,15,4.21,6
9983748006,spam,405,23,29,2,4.29,2
6848077046,spam,89,22,38,13,2.95,0
9380207862,not_spam,2,6,417,85,0.0,19
6336485584,not_spam,2,5,394,34,0.02,21
6926519806,not_spam,0,1,218,45,0.04,20
6487756179,spam,297,24,60,3,2.82,2
8981300034,spam,399,47,26,7,4.76,0
8482857825,not_spam,2,3,126,12,0.03,12
8202432713,spam,372,85,58,2,1.96,5
8492901696,not_spam,2,3,314,80,0.01,10
8692500112,spam,384,55,9,7,3.74,3
7891298086,not_spam,0,8,127,67,0.03,9
7298802238,spam,156,78,48,11,4.36,0
6240510290,spam,489,45,26,12,1.59,4
6917625692,not_spam,1,1,495,25,0.01,21
7857134365,spam,175,85,37,13,1.67,2
6774976239,spam,259,75,39,14,4.14,5
7589115037,not_spam,1,1,293,100,0.03,10
8225769728,spam,309,65,6,13,3.09,0
9582644800,not_spam,1,8,358,34,0.04,16
8159126393,not_spam,1,3,491,17,0.02,12
9082763020,not_spam,2,3,135,67,0.01,11
6960065626,spam,68,97,13,4,1.72,3
9717747095,spam,121,85,58,3,1.53,6
8721682672,not_spam,2,5,393,85,0.02,10
7123827574,not_spam,2,4,366,86,0.05,22
8836432020,spam,263,78,8,3,2.78,6
9552876948,spam,302,34,13,8,4.68,3
7156403955,spam,416,70,11,4,3.07,5
7158640198,not_spam,0,10,539,87,0.03,12
8088737504,spam,97,75,33,5,1.08,2
6889611633,not_spam,1,9,451,83,0.0,15
9752297994,not_spam,2,6,420,64,0.01,22
9435233326,spam,259,99,13,14,3.29,3
8021713378,spam,458,50,9,12,4.43,2
6637533963,spam,148,34,52,7,2.9,1
6870183325,spam,270,23,35,2,4.28,1
9599838307,spam,426,33,29,11,3.16,5
6006025874,spam,411,63,27,4,4.03,4
7473484721,spam,286,90,21,14,1.18,0
6222562732,spam,68,97,13,4,1.72,3
9346170926,spam,367,37,28,3,2.56,4
9467845418,spam,457,39,48,3,4.39,3
8280002406,spam,309,65,6,13,3.09,0
7498445468,not_spam,0,6,492,27,0.02,13
7139183083,not_spam,2,6,461,55,0.03,15
7241881237,spam,390,65,10,8,4.37,6
6395808835,spam,447,27,52,15,4.83,6
7904228318,not_spam,0,1,240,28,0.0,13
9407241541,spam,243,39,25,13,1.02,3
9043013561,spam,499,91,29,3,3.28,4
9355300226,not_spam,2,1,107,31,0.04,9
9096014515,not_spam,0,7,466,78,0.03,19
9069903242,spam,296,27,58,5,2.6,1
8393849183,not_spam,0,7,199,87,0.05,17
7338833380,not_spam,1,1,383,24,0.02,8
6542641966,spam,88,25,31,8,4.61,2
8850003519,not_spam,1,8,464,10,0.04,14
6748254899,spam,471,29,43,9,1.61,6
9469021976,not_spam,0,10,253,78,0.03,10
7929827326,spam,264,28,39,13,4.7,6
8281876500,not_spam,0,7,445,95,0.02,22
9601076046,not_spam,1,5,195,25,0.04,21
7087828767,spam,372,85,58,2,1.96,5
6500190699,spam,155,65,14,14,4.66,2
6789171078,spam,257,30,50,15,1.77,1
7244798249,not_spam,1,1,478,19,0.03,8
6386257479,not_spam,1,4,125,13,0.03,16
8188384569,not_spam,2,10,83,52,0.02,22
9264904730,spam,93,64,27,5,3.01,4
9542083905,not_spam,2,3,531,65,0.04,11
8519438193,not_spam,1,6,111,12,0.01,18
7382548599,not_spam,1,7,289,29,0.03,22
7860192407,spam,224,78,21,5,2.36,5
6087024715,not_spam,0,8,518,71,0.01,8
7700862556,not_spam,2,1,281,18,0.04,11
7479731190,not_spam,2,1,131,56,0.03,21
6331066099,spam,167,39,17,12,3.94,2
6945613974,spam,252,79,39,4,1.54,3
9096775995,not_spam,1,6,483,98,0.05,22
7750032061,not_spam,2,9,571,68,0.01,18
7988656504,not_spam,2,9,147,59,0.05,11
6279284822,not_spam,2,2,316,71,0.01,19
8247932377,not_spam,2,8,229,93,0.02,15
6004474283,spam,172,67,35,14,4.87,6
8298522065,not_spam,1,10,569,17,0.0,21
7423840932,spam,341,56,36,13,4.91,4
8793102405,spam,56,57,36,9,1.22,3
9583011313,spam,363,73,28,11,3.23,4
8613465565,not_spam,0,6,119,74,0.05,20
7839386183,not_spam,2,1,577,40,0.05,13
7955320871,spam,481,22,7,10,4.19,3
6705366025,not_spam,1,1,499,82,0.01,10
6006136614,not_spam,0,5,69,67,0.01,22
8505782048,spam,123,34,30,2,3.68,1
8726195304,not_spam,1,8,218,46,0.04,8
6316027172,spam,278,59,53,4,4.68,1
6392673799,spam,412,67,15,3,3.91,6
8635839255,spam,78,76,58,3,3.1,1
6161460664,spam,164,68,26,8,2.56,0
9730426110,not_spam,1,6,315,23,0.01,12
7106413161,spam,111,89,26,14,3.84,2
8272229104,spam,194,71,33,9,2.12,1
8650846436,not_spam,0,7,493,94,0.04,18
7736769091,spam,56,57,36,9,1.22,3
6396698436,not_spam,2,5,244,86,0.03,22
6325186046,not_spam,0,4,421,53,0.05,15
7086171570,spam,380,98,49,13,4.28,5
7757505395,spam,234,96,52,10,1.34,0
9152802402,not_spam,2,10,315,87,0.04,18
6631037754,not_spam,0,3,492,43,0.05,18
7144786131,spam,405,23,29,2,4.29,2
9836483374,not_spam,1,3,543,71,0.02,8
6258842621,spam,76,42,42,10,3.04,3
6304718739,spam,229,85,52,3,4.53,1
8628368035,spam,259,75,39,14,4.14,5
6872614246,not_spam,2,6,123,49,0.01,10
8750371169,spam,78,76,58,3,3.1,1
7362729104,not_spam,0,7,425,79,0.02,13
8623174108,not_spam,2,1,281,18,0.04,11
7345159636,not_spam,1,3,278,24,0.05,8
7815625327,spam,413,68,40,10,2.6,4
8656440223,not_spam,2,9,246,10,0.05,9
8999664757,spam,254,72,8,4,3.82,1
9100841021,not_spam,2,10,191,76,0.05,15
7569414248,spam,198,97,32,9,3.82,1
6506112103,not_spam,0,9,572,40,0.04,8
8337818794,not_spam,1,8,372,37,0.01,20
6446128187,spam,388,72,41,13,4.07,1
9704384340,not_spam,0,10,583,54,0.05,16
7740577371,spam,471,29,43,9,1.61,6
6619547168,not_spam,2,1,575,26,0.01,15
9752540574,not_spam,1,8,323,77,0.04,13
6737043142,not_spam,2,6,417,85,0.0,19
9398083505,spam,60,57,5,7,3.49,6
6905179463,spam,186,81,9,11,1.25,4
9035818470,spam,380,62,26,3,3.69,1
9732452507,not_spam,1,3,481,82,0.02,20
9241569416,not_spam,2,8,284,37,0.04,12
7023827984,not_spam,0,5,160,24,0.05,16
8591996653,not_spam,0,7,493,94,0.04,18
9256931648,spam,60,96,36,5,1.22,4
7674967856,spam,275,42,19,9,2.09,4
7791779447,not_spam,2,4,132,40,0.01,18
8790366642,not_spam,1,2,541,23,0.02,16
6716366642,not_spam,2,2,316,71,0.01,19
8121347876,not_spam,2,10,308,39,0.01,12
7399150757,spam,409,23,27,13,4.0,4
9667297736,spam,475,61,49,3,1.77,0
6712779044,spam,471,29,43,9,1.61,6
7839116584,not_spam,0,3,479,57,0.05,21
7878742841,spam,277,86,15,4,4.69,3
7181609650,not_spam,0,5,151,63,0.05,8
8929842726,not_spam,2,10,579,11,0.04,18
9327386584,spam,347,55,16,3,3.85,1
6490753591,not_spam,0,7,362,98,0.01,18
9738055785,not_spam,2,5,460,64,0.02,10
8850691293,not_spam,1,9,160,44,0.04,20
7696369404,not_spam,0,4,363,50,0.04,21
6356374287,not_spam,0,5,371,20,0.03,17
7825661998,not_spam,2,4,397,22,0.02,8
9829826839,spam,405,38,26,7,4.33,2
9355248978,spam,57,40,54,6,3.13,3
8482950164,not_spam,2,5,453,67,0.0,21
8387933644,not_spam,1,3,309,90,0.05,12
8127789794,not_spam,2,3,126,12,0.03,12
6305351325,spam,301,31,32,10,4.74,6
8711057334,not_spam,0,2,203,88,0.01,21
7798117758,not_spam,2,3,529,94,0.0,9
8631318668,not_spam,2,10,345,86,0.01,14
6491544545,spam,164,68,26,8,2.56,0
6515011517,spam,134,99,54,14,1.1,2
7129434840,not_spam,2,2,309,49,0.03,18
9224703138,spam,284,57,45,2,2.35,1
8522399941,not_spam,1,3,554,74,0.02,12
7486066223,not_spam,0,7,445,95,0.02,22
9513199302,not_spam,2,4,397,22,0.02,8
8209719672,not_spam,0,4,482,51,0.03,14
7970243145,spam,93,94,12,3,1.43,6
8649080152,not_spam,2,1,131,56,0.03,21
8146991003,not_spam,1,3,360,48,0.03,12
7910190647,not_spam,2,7,122,60,0.04,9
7344502432,not_spam,0,5,454,50,0.03,13
8640205497,not_spam,1,4,347,49,0.03,15
9413056460,spam,106,49,37,10,2.91,0
7754482454,spam,258,34,28,3,2.88,1
9041081692,not_spam,1,2,395,32,0.02,11
9053492321,spam,177,38,40,2,4.12,5
9296581752,spam,78,76,58,3,3.1,1
6327704281,spam,64,67,55,14,1.99,2
9574377813,spam,369,62,32,2,3.42,2
6389611739,spam,58,53,35,10,1.01,0
9207599990,spam,387,88,58,15,2.21,5
9242081596,spam,68,97,13,4,1.72,3
9093332592,spam,426,31,6,12,4.52,0
6261316255,spam,228,88,34,4,2.72,3
7946284640,spam,118,70,49,12,3.52,4
8906624234,not_spam,1,3,126,92,0.0,21
8742678101,spam,100,84,50,8,4.82,2
7496201782,not_spam,0,10,594,75,0.03,20
7279431804,spam,258,64,6,4,3.17,4
8626614859,not_spam,1,7,61,49,0.02,22
9673751953,not_spam,0,5,130,43,0.04,20
8519492388,not_spam,1,3,126,92,0.0,21
7983897322,not_spam,2,2,135,41,0.01,18
6615035931,not_spam,1,1,495,25,0.01,21
6252808179,spam,283,65,52,14,3.97,0
7263805745,spam,134,99,54,14,1.1,2
9633455141,not_spam,0,8,127,67,0.03,9
9218783056,not_spam,1,8,372,37,0.01,20
6518311758,not_spam,1,5,346,55,0.03,21
7552232744,spam,186,81,9,11,1.25,4
7043156622,spam,332,73,53,13,4.79,1
6037572637,spam,56,57,36,9,1.22,3
9975445119,spam,461,25,6,6,3.94,3
6397385567,spam,481,22,7,10,4.19,3
6769839824,not_spam,1,5,346,55,0.03,21
8203274990,spam,480,52,34,14,2.58,0
8173149016,spam,218,92,6,5,1.49,2
8160090530,spam,214,64,5,4,4.69,3
6567742917,spam,136,99,59,7,2.03,5
7255011951,not_spam,2,9,315,85,0.04,22
7885748682,spam,208,57,29,12,3.55,6
6641804634,spam,425,68,40,13,3.07,1
9853434953,spam,294,71,53,12,1.19,4
7955582531,not_spam,1,1,96,83,0.03,9
8078831318,not_spam,1,4,382,12,0.01,10
6631761613,not_spam,1,9,81,97,0.04,21
6622531794,spam,439,76,21,13,1.15,4
6623588370,not_spam,0,5,381,100,0.03,15
6522579393,spam,389,87,39,10,4.59,6
7346150066,spam,167,39,17,12,3.94,2
6633487633,not_spam,2,9,127,51,0.02,9
7900354568,spam,310,75,12,12,1.09,2
8625997347,not_spam,2,5,480,62,0.02,15
8904399206,not_spam,2,6,241,73,0.02,10
8396188687,not_spam,2,5,460,64,0.02,10
6874024748,not_spam,0,4,331,56,0.01,18
6963421203,spam,396,78,5,11,3.05,2
8664419912,not_spam,1,6,270,97,0.03,19
7404032215,not_spam,1,9,431,66,0.04,15
7345998459,not_spam,1,7,61,49,0.02,22
7735400846,spam,170,82,49,8,3.1,2
6579465846,spam,393,97,35,12,2.78,3
8105174711,spam,396,78,5,11,3.05,2
9850013840,not_spam,1,4,463,41,0.0,22
9583376537,not_spam,2,10,472,20,0.0,8
9384650716,spam,266,20,49,15,2.69,5
7756393792,spam,270,54,15,2,2.12,6
7960207720,not_spam,0,7,343,95,0.04,17
9494324877,not_spam,0,4,517,62,0.05,20
9923404200,not_spam,1,4,441,28,0.02,10
8574691007,not_spam,0,1,450,76,0.02,9
8384755371,not_spam,1,3,428,69,0.0,17
8256302062,not_spam,1,3,428,69,0.0,17
9677391279,not_spam,2,8,171,45,0.04,14
9080630630,spam,402,57,37,11,3.4,5
